GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),STARTYEAR,ENDYEAR,WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),CHILDCAUSE (CODE),CHILDCAUSE (DISPLAY),CHILDCAUSE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,,2016,2016,,,VNM,Viet Nam,,,,,BTSX,Both sexes,,,,,,,,26 553 [25 042-28 128],26553.00000,25042.00000,28128.00000,,,
CM_03,Number of neonatal deaths (0 to 27 days),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2714,PUBLISHED,Published,,1975,1975,,WPR,Western Pacific,,,1975,1975,,,VNM,Viet Nam,,,,,BTSX,Both sexes,,,,,,,,44 991 [37 362-53 139],44991.00000,37362.00000,53139.00000,,,
CM_03,Number of neonatal deaths (0 to 27 days),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2714,PUBLISHED,Published,,1976,1976,,WPR,Western Pacific,,,1976,1976,,,VNM,Viet Nam,,,,,BTSX,Both sexes,,,,,,,,44 975 [37 618-53 026],44975.00000,37618.00000,53026.00000,,,
CM_03,Number of neonatal deaths (0 to 27 days),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2714,PUBLISHED,Published,,1989,1989,,WPR,Western Pacific,,,1989,1989,,,VNM,Viet Nam,,,,,BTSX,Both sexes,,,,,,,,46 299 [40 722-52 971],46299.00000,40722.00000,52971.00000,,,
CM_03,Number of neonatal deaths (0 to 27 days),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2714,PUBLISHED,Published,,1990,1990,,WPR,Western Pacific,,,1990,1990,,,VNM,Viet Nam,,,,,BTSX,Both sexes,,,,,,,,45 310 [39 968-51 874],45310.00000,39968.00000,51874.00000,,,
CM_03,Number of neonatal deaths (0 to 27 days),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2714,PUBLISHED,Published,,1991,1991,,WPR,Western Pacific,,,1991,1991,,,VNM,Viet Nam,,,,,BTSX,Both sexes,,,,,,,,43 886 [38 721-50 407],43886.00000,38721.00000,50407.00000,,,
CM_03,Number of neonatal deaths (0 to 27 days),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2714,PUBLISHED,Published,,1992,1992,,WPR,Western Pacific,,,1992,1992,,,VNM,Viet Nam,,,,,BTSX,Both sexes,,,,,,,,41 820 [36 970-47 859],41820.00000,36970.00000,47859.00000,,,
CM_03,Number of neonatal deaths (0 to 27 days),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2714,PUBLISHED,Published,,2006,2006,,WPR,Western Pacific,,,2006,2006,,,VNM,Viet Nam,,,,,BTSX,Both sexes,,,,,,,,17 582 [14 584-20 739],17582.00000,14584.00000,20739.00000,,,
CM_03,Number of neonatal deaths (0 to 27 days),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2714,PUBLISHED,Published,,2007,2007,,WPR,Western Pacific,,,2007,2007,,,VNM,Viet Nam,,,,,BTSX,Both sexes,,,,,,,,17 544 [14 727-20 556],17544.00000,14727.00000,20556.00000,,,
CM_03,Number of neonatal deaths (0 to 27 days),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2714,PUBLISHED,Published,,2008,2008,,WPR,Western Pacific,,,2008,2008,,,VNM,Viet Nam,,,,,BTSX,Both sexes,,,,,,,,17 579 [14 927-20 465],17579.00000,14927.00000,20465.00000,,,
CM_03,Number of neonatal deaths (0 to 27 days),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2714,PUBLISHED,Published,,2009,2009,,WPR,Western Pacific,,,2009,2009,,,VNM,Viet Nam,,,,,BTSX,Both sexes,,,,,,,,17 431 [14 910-20 241],17431.00000,14910.00000,20241.00000,,,
CM_04,Number of deaths among children ages 5 to 9 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5671,PUBLISHED,Published,,2001,2001,,WPR,Western Pacific,,,2001,2001,,,VNM,Viet Nam,,,,,FMLE,Female,,,,,,,,2 383 [1 968-2 803],2383.00000,1968.00000,2803.00000,,,
CM_04,Number of deaths among children ages 5 to 9 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5671,PUBLISHED,Published,,2002,2002,,WPR,Western Pacific,,,2002,2002,,,VNM,Viet Nam,,,,,FMLE,Female,,,,,,,,2 097 [1 724-2 465],2097.00000,1724.00000,2465.00000,,,
CM_04,Number of deaths among children ages 5 to 9 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5671,PUBLISHED,Published,,2003,2003,,WPR,Western Pacific,,,2003,2003,,,VNM,Viet Nam,,,,,FMLE,Female,,,,,,,,1 839 [1 506-2 158],1839.00000,1506.00000,2158.00000,,,
CM_04,Number of deaths among children ages 5 to 9 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5671,PUBLISHED,Published,,2004,2004,,WPR,Western Pacific,,,2004,2004,,,VNM,Viet Nam,,,,,FMLE,Female,,,,,,,,1 622 [1 325-1 906],1622.00000,1325.00000,1906.00000,,,
CM_04,Number of deaths among children ages 5 to 9 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5671,PUBLISHED,Published,,2017,2017,,WPR,Western Pacific,,,2017,2017,,,VNM,Viet Nam,,,,,FMLE,Female,,,,,,,,695 [559-857],695.00000,559.00000,857.00000,,,
CM_04,Number of deaths among children ages 5 to 9 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5671,PUBLISHED,Published,,2018,2018,,WPR,Western Pacific,,,2018,2018,,,VNM,Viet Nam,,,,,FMLE,Female,,,,,,,,668 [528-840],668.00000,528.00000,840.00000,,,
CM_04,Number of deaths among children ages 5 to 9 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5671,PUBLISHED,Published,,2019,2019,,WPR,Western Pacific,,,2019,2019,,,VNM,Viet Nam,,,,,FMLE,Female,,,,,,,,641 [497-828],641.00000,497.00000,828.00000,,,
CM_04,Number of deaths among children ages 5 to 9 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5671,PUBLISHED,Published,,2020,2020,,WPR,Western Pacific,,,2020,2020,,,VNM,Viet Nam,,,,,FMLE,Female,,,,,,,,612 [464-814],612.00000,464.00000,814.00000,,,
CM_04,Number of deaths among children ages 5 to 9 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5671,PUBLISHED,Published,,2002,2002,,WPR,Western Pacific,,,2002,2002,,,VNM,Viet Nam,,,,,MLE,Male,,,,,,,,3 342 [2 783-3 883],3342.00000,2783.00000,3883.00000,,,
CM_04,Number of deaths among children ages 5 to 9 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5671,PUBLISHED,Published,,2003,2003,,WPR,Western Pacific,,,2003,2003,,,VNM,Viet Nam,,,,,MLE,Male,,,,,,,,3 017 [2 505-3 489],3017.00000,2505.00000,3489.00000,,,
CM_04,Number of deaths among children ages 5 to 9 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5671,PUBLISHED,Published,,2004,2004,,WPR,Western Pacific,,,2004,2004,,,VNM,Viet Nam,,,,,MLE,Male,,,,,,,,2 722 [2 262-3 144],2722.00000,2262.00000,3144.00000,,,
CM_04,Number of deaths among children ages 5 to 9 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5671,PUBLISHED,Published,,2005,2005,,WPR,Western Pacific,,,2005,2005,,,VNM,Viet Nam,,,,,MLE,Male,,,,,,,,2 486 [2 063-2 864],2486.00000,2063.00000,2864.00000,,,
CM_04,Number of deaths among children ages 5 to 9 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5671,PUBLISHED,Published,,2019,2019,,WPR,Western Pacific,,,2019,2019,,,VNM,Viet Nam,,,,,MLE,Male,,,,,,,,1 204 [959-1 522],1204.00000,959.00000,1522.00000,,,
CM_04,Number of deaths among children ages 5 to 9 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5671,PUBLISHED,Published,,2020,2020,,WPR,Western Pacific,,,2020,2020,,,VNM,Viet Nam,,,,,MLE,Male,,,,,,,,1 147 [895-1 497],1147.00000,895.00000,1497.00000,,,
CM_04,Number of deaths among children ages 5 to 9 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5671,PUBLISHED,Published,,2021,2021,,WPR,Western Pacific,,,2021,2021,,,VNM,Viet Nam,,,,,MLE,Male,,,,,,,,1 093 [835-1 464],1093.00000,835.00000,1464.00000,,,
CM_04,Number of deaths among children ages 5 to 9 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5671,PUBLISHED,Published,,1990,1990,,WPR,Western Pacific,,,1990,1990,,,VNM,Viet Nam,,,,,BTSX,Both sexes,,,,,,,,13 502 [11 549-15 748],13502.00000,11549.00000,15748.00000,,,
CM_04,Number of deaths among children ages 5 to 9 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5671,PUBLISHED,Published,,2003,2003,,WPR,Western Pacific,,,2003,2003,,,VNM,Viet Nam,,,,,BTSX,Both sexes,,,,,,,,4 856 [4 061-5 582],4856.00000,4061.00000,5582.00000,,,
CM_04,Number of deaths among children ages 5 to 9 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5671,PUBLISHED,Published,,2004,2004,,WPR,Western Pacific,,,2004,2004,,,VNM,Viet Nam,,,,,BTSX,Both sexes,,,,,,,,4 344 [3 627-4 979],4344.00000,3627.00000,4979.00000,,,
CM_04,Number of deaths among children ages 5 to 9 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5671,PUBLISHED,Published,,2005,2005,,WPR,Western Pacific,,,2005,2005,,,VNM,Viet Nam,,,,,BTSX,Both sexes,,,,,,,,3 933 [3 281-4 494],3933.00000,3281.00000,4494.00000,,,
CM_04,Number of deaths among children ages 5 to 9 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5671,PUBLISHED,Published,,2006,2006,,WPR,Western Pacific,,,2006,2006,,,VNM,Viet Nam,,,,,BTSX,Both sexes,,,,,,,,3 617 [3 027-4 120],3617.00000,3027.00000,4120.00000,,,
CM_04,Number of deaths among children ages 5 to 9 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5671,PUBLISHED,Published,,2007,2007,,WPR,Western Pacific,,,2007,2007,,,VNM,Viet Nam,,,,,BTSX,Both sexes,,,,,,,,3 371 [2 832-3 832],3371.00000,2832.00000,3832.00000,,,
CM_04,Number of deaths among children ages 5 to 9 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5671,PUBLISHED,Published,,2020,2020,,WPR,Western Pacific,,,2020,2020,,,VNM,Viet Nam,,,,,BTSX,Both sexes,,,,,,,,1 759 [1 386-2 272],1759.00000,1386.00000,2272.00000,,,
CM_04,Number of deaths among children ages 5 to 9 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5671,PUBLISHED,Published,,2021,2021,,WPR,Western Pacific,,,2021,2021,,,VNM,Viet Nam,,,,,BTSX,Both sexes,,,,,,,,1 678 [1 293-2 230],1678.00000,1293.00000,2230.00000,,,
CHILDMORT_DEATHS_10TO14,Number of deaths among children ages 10 to 14 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5670,PUBLISHED,Published,,1999,1999,,WPR,Western Pacific,,,1999,1999,,,VNM,Viet Nam,,,,,FMLE,Female,,,,,,,,1 529 [724-2 360],1529.00000,724.00000,2360.00000,,,
CHILDMORT_DEATHS_10TO14,Number of deaths among children ages 10 to 14 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5670,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,,2000,2000,,,VNM,Viet Nam,,,,,FMLE,Female,,,,,,,,1 496 [717-2 277],1496.00000,717.00000,2277.00000,,,
CHILDMORT_DEATHS_10TO14,Number of deaths among children ages 10 to 14 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5670,PUBLISHED,Published,,2001,2001,,WPR,Western Pacific,,,2001,2001,,,VNM,Viet Nam,,,,,FMLE,Female,,,,,,,,1 454 [707-2 177],1454.00000,707.00000,2177.00000,,,
CHILDMORT_DEATHS_10TO14,Number of deaths among children ages 10 to 14 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5670,PUBLISHED,Published,,2002,2002,,WPR,Western Pacific,,,2002,2002,,,VNM,Viet Nam,,,,,FMLE,Female,,,,,,,,1 414 [705-2 096],1414.00000,705.00000,2096.00000,,,
CHILDMORT_DEATHS_10TO14,Number of deaths among children ages 10 to 14 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5670,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,,2016,2016,,,VNM,Viet Nam,,,,,FMLE,Female,,,,,,,,833 [593-1 108],833.00000,593.00000,1108.00000,,,
CHILDMORT_DEATHS_10TO14,Number of deaths among children ages 10 to 14 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5670,PUBLISHED,Published,,2017,2017,,WPR,Western Pacific,,,2017,2017,,,VNM,Viet Nam,,,,,FMLE,Female,,,,,,,,818 [566-1 113],818.00000,566.00000,1113.00000,,,
CHILDMORT_DEATHS_10TO14,Number of deaths among children ages 10 to 14 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5670,PUBLISHED,Published,,2018,2018,,WPR,Western Pacific,,,2018,2018,,,VNM,Viet Nam,,,,,FMLE,Female,,,,,,,,805 [535-1 123],805.00000,535.00000,1123.00000,,,
CHILDMORT_DEATHS_10TO14,Number of deaths among children ages 10 to 14 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5670,PUBLISHED,Published,,2019,2019,,WPR,Western Pacific,,,2019,2019,,,VNM,Viet Nam,,,,,FMLE,Female,,,,,,,,794 [504-1 149],794.00000,504.00000,1149.00000,,,
CHILDMORT_DEATHS_10TO14,Number of deaths among children ages 10 to 14 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5670,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,,2000,2000,,,VNM,Viet Nam,,,,,MLE,Male,,,,,,,,2 501 [1 203-3 780],2501.00000,1203.00000,3780.00000,,,
CHILDMORT_DEATHS_10TO14,Number of deaths among children ages 10 to 14 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5670,PUBLISHED,Published,,2001,2001,,WPR,Western Pacific,,,2001,2001,,,VNM,Viet Nam,,,,,MLE,Male,,,,,,,,2 451 [1 189-3 654],2451.00000,1189.00000,3654.00000,,,
CHILDMORT_DEATHS_10TO14,Number of deaths among children ages 10 to 14 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5670,PUBLISHED,Published,,2002,2002,,WPR,Western Pacific,,,2002,2002,,,VNM,Viet Nam,,,,,MLE,Male,,,,,,,,2 399 [1 197-3 535],2399.00000,1197.00000,3535.00000,,,
CHILDMORT_DEATHS_10TO14,Number of deaths among children ages 10 to 14 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5670,PUBLISHED,Published,,2003,2003,,WPR,Western Pacific,,,2003,2003,,,VNM,Viet Nam,,,,,MLE,Male,,,,,,,,2 345 [1 201-3 409],2345.00000,1201.00000,3409.00000,,,
CHILDMORT_DEATHS_10TO14,Number of deaths among children ages 10 to 14 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5670,PUBLISHED,Published,,2004,2004,,WPR,Western Pacific,,,2004,2004,,,VNM,Viet Nam,,,,,MLE,Male,,,,,,,,2 283 [1 200-3 268],2283.00000,1200.00000,3268.00000,,,
CHILDMORT_DEATHS_10TO14,Number of deaths among children ages 10 to 14 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5670,PUBLISHED,Published,,2017,2017,,WPR,Western Pacific,,,2017,2017,,,VNM,Viet Nam,,,,,MLE,Male,,,,,,,,1 590 [1 129-2 106],1590.00000,1129.00000,2106.00000,,,
CHILDMORT_DEATHS_10TO14,Number of deaths among children ages 10 to 14 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5670,PUBLISHED,Published,,2018,2018,,WPR,Western Pacific,,,2018,2018,,,VNM,Viet Nam,,,,,MLE,Male,,,,,,,,1 576 [1 072-2 160],1576.00000,1072.00000,2160.00000,,,
CHILDMORT_DEATHS_10TO14,Number of deaths among children ages 10 to 14 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5670,PUBLISHED,Published,,2019,2019,,WPR,Western Pacific,,,2019,2019,,,VNM,Viet Nam,,,,,MLE,Male,,,,,,,,1 562 [1 016-2 231],1562.00000,1016.00000,2231.00000,,,
CHILDMORT_DEATHS_10TO14,Number of deaths among children ages 10 to 14 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5670,PUBLISHED,Published,,2020,2020,,WPR,Western Pacific,,,2020,2020,,,VNM,Viet Nam,,,,,MLE,Male,,,,,,,,1 545 [965-2 314],1545.00000,965.00000,2314.00000,,,
CHILDMORT_DEATHS_10TO14,Number of deaths among children ages 10 to 14 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5670,PUBLISHED,Published,,2002,2002,,WPR,Western Pacific,,,2002,2002,,,VNM,Viet Nam,,,,,BTSX,Both sexes,,,,,,,,3 813 [1 894-5 577],3813.00000,1894.00000,5577.00000,,,
CHILDMORT_DEATHS_10TO14,Number of deaths among children ages 10 to 14 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5670,PUBLISHED,Published,,2003,2003,,WPR,Western Pacific,,,2003,2003,,,VNM,Viet Nam,,,,,BTSX,Both sexes,,,,,,,,3 714 [1 903-5 366],3714.00000,1903.00000,5366.00000,,,
CHILDMORT_DEATHS_10TO14,Number of deaths among children ages 10 to 14 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5670,PUBLISHED,Published,,2004,2004,,WPR,Western Pacific,,,2004,2004,,,VNM,Viet Nam,,,,,BTSX,Both sexes,,,,,,,,3 604 [1 899-5 124],3604.00000,1899.00000,5124.00000,,,
CHILDMORT_DEATHS_10TO14,Number of deaths among children ages 10 to 14 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5670,PUBLISHED,Published,,2005,2005,,WPR,Western Pacific,,,2005,2005,,,VNM,Viet Nam,,,,,BTSX,Both sexes,,,,,,,,3 460 [1 905-4 858],3460.00000,1905.00000,4858.00000,,,
CHILDMORT_DEATHS_10TO14,Number of deaths among children ages 10 to 14 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5670,PUBLISHED,Published,,2019,2019,,WPR,Western Pacific,,,2019,2019,,,VNM,Viet Nam,,,,,BTSX,Both sexes,,,,,,,,2 356 [1 552-3 343],2356.00000,1552.00000,3343.00000,,,
CHILDMORT_DEATHS_10TO14,Number of deaths among children ages 10 to 14 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5670,PUBLISHED,Published,,2020,2020,,WPR,Western Pacific,,,2020,2020,,,VNM,Viet Nam,,,,,BTSX,Both sexes,,,,,,,,2 326 [1 465-3 468],2326.00000,1465.00000,3468.00000,,,
CHILDMORT_DEATHS_10TO14,Number of deaths among children ages 10 to 14 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5670,PUBLISHED,Published,,2021,2021,,WPR,Western Pacific,,,2021,2021,,,VNM,Viet Nam,,,,,BTSX,Both sexes,,,,,,,,2 304 [1 393-3 570],2304.00000,1393.00000,3570.00000,,,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/26,PUBLISHED,Published,,1985,1985,,WPR,Western Pacific,,,1985,1985,,,VNM,Viet Nam,,,,,,,,,,,,,,143 [100-211],143.22239,100.27834,211.25102,,,
MORT_MATERNALNUM,Number of maternal deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4622,PUBLISHED,Published,,1985,1985,,WPR,Western Pacific,,,1985,1985,,,VNM,Viet Nam,,,,,,,,,,,,,,2743 [1920-4045],2742.70876,1920.33019,4045.45696,,,
MORT_MATERNALNUM,Number of maternal deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4622,PUBLISHED,Published,,1992,1992,,WPR,Western Pacific,,,1992,1992,,,VNM,Viet Nam,,,,,,,,,,,,,,1956 [1453-2716],1955.92075,1453.19634,2715.55238,,,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/26,PUBLISHED,Published,,1993,1993,,WPR,Western Pacific,,,1993,1993,,,VNM,Viet Nam,,,,,,,,,,,,,,94 [70-129],93.76944,70.00879,129.32325,,,
MORT_MATERNALNUM,Number of maternal deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4622,PUBLISHED,Published,,1993,1993,,WPR,Western Pacific,,,1993,1993,,,VNM,Viet Nam,,,,,,,,,,,,,,1702 [1271-2347],1701.91537,1270.65951,2347.21702,,,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/26,PUBLISHED,Published,,1994,1994,,WPR,Western Pacific,,,1994,1994,,,VNM,Viet Nam,,,,,,,,,,,,,,91 [68-125],91.14422,68.19129,125.37108,,,
MORT_MATERNALNUM,Number of maternal deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4622,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,,2000,2000,,,VNM,Viet Nam,,,,,,,,,,,,,,1262 [966-1682],1262.33378,965.51935,1682.03372,,,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/26,PUBLISHED,Published,,2001,2001,,WPR,Western Pacific,,,2001,2001,,,VNM,Viet Nam,,,,,,,,,,,,,,76 [58-100],75.50316,58.24321,99.88168,,,
MORT_MATERNALNUM,Number of maternal deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4622,PUBLISHED,Published,,2001,2001,,WPR,Western Pacific,,,2001,2001,,,VNM,Viet Nam,,,,,,,,,,,,,,1084 [836-1434],1084.22542,836.37249,1434.30090,,,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/26,PUBLISHED,Published,,2002,2002,,WPR,Western Pacific,,,2002,2002,,,VNM,Viet Nam,,,,,,,,,,,,,,72 [56-94],72.05686,56.22586,94.46889,,,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/26,PUBLISHED,Published,,2009,2009,,WPR,Western Pacific,,,2009,2009,,,VNM,Viet Nam,,,,,,,,,,,,,,61 [49-76],61.07791,49.29879,76.30411,,,
MORT_MATERNALNUM,Number of maternal deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4622,PUBLISHED,Published,,2009,2009,,WPR,Western Pacific,,,2009,2009,,,VNM,Viet Nam,,,,,,,,,,,,,,899 [726-1123],899.06686,725.67823,1123.19645,,,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/26,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,,2010,2010,,,VNM,Viet Nam,,,,,,,,,,,,,,60 [48-75],60.04698,48.18940,75.25394,,,
MORT_MATERNALNUM,Number of maternal deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4622,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,,2010,2010,,,VNM,Viet Nam,,,,,,,,,,,,,,887 [712-1112],887.49429,712.23932,1112.25321,,,
MORT_MATERNALNUM,Number of maternal deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4622,PUBLISHED,Published,,2017,2017,,WPR,Western Pacific,,,2017,2017,,,VNM,Viet Nam,,,,,,,,,,,,,,780 [589-1003],779.87378,588.68647,1002.50600,,,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/26,PUBLISHED,Published,,2018,2018,,WPR,Western Pacific,,,2018,2018,,,VNM,Viet Nam,,,,,,,,,,,,,,51 [38-66],51.06105,38.21861,65.96381,,,
MORT_MATERNALNUM,Number of maternal deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4622,PUBLISHED,Published,,2018,2018,,WPR,Western Pacific,,,2018,2018,,,VNM,Viet Nam,,,,,,,,,,,,,,769 [576-994],769.48997,575.95449,994.07456,,,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/26,PUBLISHED,Published,,2019,2019,,WPR,Western Pacific,,,2019,2019,,,VNM,Viet Nam,,,,,,,,,,,,,,50 [37-66],50.43643,36.98787,65.70463,,,
WHOSIS_000003,Neonatal mortality rate (0 to 27 days) per 1000 live births) (SDG 3.2.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/67,PUBLISHED,Published,,1991,1991,,WPR,Western Pacific,,,1991,1991,,,VNM,Viet Nam,,,,,BTSX,Both sexes,,,,,,,,23.11 [20.39-26.54],23.10642,20.38640,26.54123,,,
WHOSIS_000003,Neonatal mortality rate (0 to 27 days) per 1000 live births) (SDG 3.2.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/67,PUBLISHED,Published,,1993,1993,,WPR,Western Pacific,,,1993,1993,,,VNM,Viet Nam,,,,,BTSX,Both sexes,,,,,,,,21.59 [19.07-24.65],21.58976,19.06911,24.64814,,,
WHOSIS_000003,Neonatal mortality rate (0 to 27 days) per 1000 live births) (SDG 3.2.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/67,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,,2000,2000,,,VNM,Viet Nam,,,,,BTSX,Both sexes,,,,,,,,15.05 [12.46-17.69],15.05398,12.45957,17.69184,,,
WHOSIS_000003,Neonatal mortality rate (0 to 27 days) per 1000 live births) (SDG 3.2.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/67,PUBLISHED,Published,,2002,2002,,WPR,Western Pacific,,,2002,2002,,,VNM,Viet Nam,,,,,BTSX,Both sexes,,,,,,,,13.77 [11.24-16.31],13.77097,11.23893,16.31408,,,
WHOSIS_000003,Neonatal mortality rate (0 to 27 days) per 1000 live births) (SDG 3.2.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/67,PUBLISHED,Published,,2009,2009,,WPR,Western Pacific,,,2009,2009,,,VNM,Viet Nam,,,,,BTSX,Both sexes,,,,,,,,11.85 [10.13-13.76],11.84654,10.13297,13.75650,,,
WHOSIS_000003,Neonatal mortality rate (0 to 27 days) per 1000 live births) (SDG 3.2.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/67,PUBLISHED,Published,,2011,2011,,WPR,Western Pacific,,,2011,2011,,,VNM,Viet Nam,,,,,BTSX,Both sexes,,,,,,,,11.65 [10-13.53],11.65098,9.99954,13.53490,,,
WHOSIS_000003,Neonatal mortality rate (0 to 27 days) per 1000 live births) (SDG 3.2.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/67,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,,2016,2016,,,VNM,Viet Nam,,,,,BTSX,Both sexes,,,,,,,,11.11 [9.07-13.33],11.11341,9.06654,13.33152,,,
